"Id","dow_number","day_of_week","part_of_week","time_of_day","total_calories","total_intensity","total_average_intensity","average_intensity","max_intensity","min_intensity"
2347167796,3,"Wednesday","Weekday","Night",881496,7452,124.19999999999668,0.012499999999999666,0.133333,0
2347167796,3,"Wednesday","Weekday","Afternoon",661122,162288,2704.7998619999416,0.3629629444444366,1.133333,0.133333
2347167796,4,"Thursday","Weekday","Afternoon",661122,131652,2194.199171999896,0.2944443333333194,0.933333,0.083333
2347167796,4,"Thursday","Weekday","Night",881496,12420,207.0004139999918,0.020833374999999175,0.233333,0
2347167796,4,"Thursday","Weekday","Morning",771309,132066,2201.1005520001568,0.2531746666666847,1.2,0.016667
2347167796,4,"Thursday","Weekday","Evening",330561,81144,1352.3997239999926,0.3629628888888869,1.466667,0.033333
2347167796,5,"Friday","Weekday","Morning",514206,121716,2028.6008280000049,0.3500001428571437,1.583333,0.016667
2347167796,5,"Friday","Weekday","Afternoon",440748,87768,1462.799447999986,0.2944443333333305,0.85,0.033333
2347167796,5,"Friday","Weekday","Night",808038,11592,193.20013800001277,0.021212136363637765,0.283333,0
2347167796,5,"Friday","Weekday","Evening",220374,37260,620.999999999987,0.24999999999999478,0.65,0
2347167796,6,"Saturday","Weekend","Morning",514206,255438,4257.300276000093,0.7345238571428732,2.2,0
2347167796,6,"Saturday","Weekend","Night",587664,22770,379.4997239999951,0.05729162499999926,0.483333,0
2347167796,6,"Saturday","Weekend","Afternoon",440748,109296,1821.6000000000327,0.36666666666667325,1.2,0
2347167796,6,"Saturday","Weekend","Evening",220374,82800,1379.999447999928,0.5555553333333043,0.8,0.233333
2873212765,0,"Sunday","Weekend","Morning",1653652,524032,8733.866911999847,0.42380953571427826,2.466667,0
2873212765,0,"Sunday","Weekend","Evening",708708,86112,1435.200000000001,0.16250000000000012,0.366667,0
2873212765,0,"Sunday","Weekend","Night",1889888,13984,233.0669120000118,0.0098958437500005,0.3,0
